Year, Week, Virus,0-4 yr,5-24 yr,25-64 yr,65+ yr
2015,51,A (H3),4,9,10,6
2015,52,A (H3),4,16,9,8
2016,1,A (H3),4,19,16,8
2016,2,A (H3),6,30,17,14
2016,3,A (H3),8,44,20,9
2016,4,A (H3),14,80,31,14
2016,5,A (H3),15,74,37,21
2016,6,A (H3),20,82,56,25
2016,7,A (H3),25,88,60,35
2016,8,A (H3),14,77,62,29
2016,9,A (H3),16,94,83,62
2016,10,A (H3),23,105,80,69
2016,11,A (H3),17,72,41,56
2016,12,A (H3),13,66,49,46
2016,13,A (H3),11,54,51,39
2016,14,A (H3),5,33,43,40
2016,15,A (H3),4,42,38,19
2016,16,A (H3),11,45,33,29
2016,17,A (H3),2,44,24,18
2016,18,A (H3),1,32,14,9
2016,19,A (H3),2,30,16,11
2016,20,A (H3),5,29,20,17
2016,21,A (H3),2,17,14,5
2016,22,A (H3),2,3,2,2
2016,23,A (H3),2,4,4,3
2016,24,A (H3),1,5,9,2
2016,25,A (H3),4,7,6,3
2016,26,A (H3),2,4,2,6
2016,27,A (H3),1,2,10,4
2016,28,A (H3),0,9,5,2
2016,29,A (H3),2,7,6,2
2016,30,A (H3),1,22,8,2
2016,31,A (H3),3,33,5,1
2016,32,A (H3),5,7,6,2
2016,33,A (H3),3,9,7,9
2016,34,A (H3),3,7,7,7
2016,35,A (H3),5,5,7,15
2016,36,A (H3),1,16,7,19
2016,37,A (H3),5,20,14,15
2016,38,A (H3),4,31,20,19
2016,39,A (H3),8,31,15,17
2015,40,A (H1N1)pdm09,2,0,2,0
2015,41,A (H1N1)pdm09,1,0,3,1
2015,42,A (H1N1)pdm09,1,2,5,2
2015,43,A (H1N1)pdm09,1,2,5,1
2015,44,A (H1N1)pdm09,1,0,3,0
2015,45,A (H1N1)pdm09,1,4,4,0
2015,46,A (H1N1)pdm09,8,3,4,2
2015,47,A (H1N1)pdm09,5,1,9,0
2015,48,A (H1N1)pdm09,2,9,13,2
2015,49,A (H1N1)pdm09,5,9,16,5
2015,50,A (H1N1)pdm09,10,17,34,3
2015,51,A (H1N1)pdm09,7,16,44,13
2015,52,A (H1N1)pdm09,23,17,77,14
2016,1,A (H1N1)pdm09,30,41,95,22
2016,2,A (H1N1)pdm09,28,50,127,18
2016,3,A (H1N1)pdm09,51,80,159,30
2016,4,A (H1N1)pdm09,75,121,225,37
2016,5,A (H1N1)pdm09,84,172,297,61
2016,6,A (H1N1)pdm09,96,212,392,73
2016,7,A (H1N1)pdm09,177,318,556,129
2016,8,A (H1N1)pdm09,177,400,774,177
2016,9,A (H1N1)pdm09,246,447,827,220
2016,10,A (H1N1)pdm09,275,498,1007,286
2016,11,A (H1N1)pdm09,183,322,701,213
2016,12,A (H1N1)pdm09,103,221,489,177
2016,13,A (H1N1)pdm09,102,132,371,158
2016,14,A (H1N1)pdm09,66,111,215,92
2016,15,A (H1N1)pdm09,43,80,170,54
2016,16,A (H1N1)pdm09,31,61,116,47
2016,17,A (H1N1)pdm09,16,33,73,30
2016,18,A (H1N1)pdm09,8,5,45,10
2016,19,A (H1N1)pdm09,5,8,17,11
2016,20,A (H1N1)pdm09,3,7,13,7
2016,21,A (H1N1)pdm09,2,3,7,2
2016,22,A (H1N1)pdm09,0,1,2,1
2016,23,A (H1N1)pdm09,0,0,1,1
2016,24,A (H1N1)pdm09,0,1,2,0
2016,25,A (H1N1)pdm09,1,1,1,1
2016,26,A (H1N1)pdm09,1,0,1,0
2016,27,A (H1N1)pdm09,1,0,1,0
2016,28,A (H1N1)pdm09,0,0,1,0
2016,29,A (H1N1)pdm09,0,1,1,0
2016,30,A (H1N1)pdm09,0,0,2,0
2016,31,A (H1N1)pdm09,0,0,0,0
2016,32,A (H1N1)pdm09,3,0,1,0
2016,33,A (H1N1)pdm09,0,1,0,0
2016,34,A (H1N1)pdm09,0,2,2,1
2016,35,A (H1N1)pdm09,1,3,2,1
2016,36,A (H1N1)pdm09,0,2,1,0
2016,37,A (H1N1)pdm09,0,3,2,2
2016,38,A (H1N1)pdm09,0,1,1,1
2016,39,A (H1N1)pdm09,1,1,2,1
2015,40,A (Subtyping not Performed),0,0,1,1
2015,41,A (Subtyping not Performed),1,0,0,1
2015,42,A (Subtyping not Performed),0,0,0,1
2015,43,A (Subtyping not Performed),1,2,1,0
2015,44,A (Subtyping not Performed),3,0,0,1
2015,45,A (Subtyping not Performed),0,0,1,0
2015,46,A (Subtyping not Performed),0,0,0,1
2015,47,A (Subtyping not Performed),0,0,0,0
2015,48,A (Subtyping not Performed),0,0,2,0
2015,49,A (Subtyping not Performed),0,1,1,1
2015,50,A (Subtyping not Performed),0,0,0,0
2015,51,A (Subtyping not Performed),0,0,1,0
2015,52,A (Subtyping not Performed),0,0,0,1
2016,1,A (Subtyping not Performed),0,1,1,0
2016,2,A (Subtyping not Performed),2,0,2,0
2016,3,A (Subtyping not Performed),2,3,6,2
2016,4,A (Subtyping not Performed),2,4,7,1
2016,5,A (Subtyping not Performed),3,2,4,1
2016,6,A (Subtyping not Performed),2,1,7,6
2016,7,A (Subtyping not Performed),2,6,8,1
2016,8,A (Subtyping not Performed),3,8,11,5
2016,9,A (Subtyping not Performed),3,5,19,5
2016,10,A (Subtyping not Performed),3,15,19,9
2016,11,A (Subtyping not Performed),0,3,16,4
2016,12,A (Subtyping not Performed),0,3,10,4
2016,13,A (Subtyping not Performed),2,6,14,11
2016,14,A (Subtyping not Performed),0,4,17,11
2016,15,A (Subtyping not Performed),1,1,7,5
2016,16,A (Subtyping not Performed),1,3,8,3
2016,17,A (Subtyping not Performed),0,0,4,1
2016,18,A (Subtyping not Performed),0,0,2,0
2016,19,A (Subtyping not Performed),0,0,1,1
2016,20,A (Subtyping not Performed),0,0,4,0
2016,21,A (Subtyping not Performed),1,0,0,1
2016,22,A (Subtyping not Performed),0,0,1,0
2016,23,A (Subtyping not Performed),0,0,0,1
2016,24,A (Subtyping not Performed),0,0,0,0
2016,25,A (Subtyping not Performed),0,0,0,0
2016,26,A (Subtyping not Performed),1,1,1,0
2016,27,A (Subtyping not Performed),0,0,0,0
2016,28,A (Subtyping not Performed),0,1,0,0
2016,29,A (Subtyping not Performed),0,0,0,0
2016,30,A (Subtyping not Performed),0,0,0,0
2016,31,A (Subtyping not Performed),0,2,0,0
2016,32,A (Subtyping not Performed),0,0,0,0
2016,33,A (Subtyping not Performed),0,0,0,0
2016,34,A (Subtyping not Performed),0,0,0,0
2016,35,A (Subtyping not Performed),0,0,0,0
2016,36,A (Subtyping not Performed),0,0,0,0
2016,37,A (Subtyping not Performed),1,0,0,0
2016,38,A (Subtyping not Performed),0,0,0,0
2016,39,A (Subtyping not Performed),0,0,0,1
2015,40,B (Victoria Lineage),0,0,0,0
2015,41,B (Victoria Lineage),1,1,0,1
2015,42,B (Victoria Lineage),1,1,0,0
2015,43,B (Victoria Lineage),0,1,0,0
2015,44,B (Victoria Lineage),0,1,0,0
2015,45,B (Victoria Lineage),0,3,1,0
2015,46,B (Victoria Lineage),0,0,0,0
2015,47,B (Victoria Lineage),1,2,0,0
2015,48,B (Victoria Lineage),0,2,1,0
2015,49,B (Victoria Lineage),0,1,1,0
2015,50,B (Victoria Lineage),0,2,2,0
2015,51,B (Victoria Lineage),0,2,0,0
2015,52,B (Victoria Lineage),1,4,3,0
2016,1,B (Victoria Lineage),0,2,3,2
2016,2,B (Victoria Lineage),2,11,6,2
2016,3,B (Victoria Lineage),4,10,4,0
2016,4,B (Victoria Lineage),2,17,2,0
2016,5,B (Victoria Lineage),12,27,7,4
2016,6,B (Victoria Lineage),7,28,9,2
2016,7,B (Victoria Lineage),15,33,16,4
2016,8,B (Victoria Lineage),17,66,28,8
2016,9,B (Victoria Lineage),16,52,30,14
2016,10,B (Victoria Lineage),9,85,31,15
2016,11,B (Victoria Lineage),21,64,34,13
2016,12,B (Victoria Lineage),18,52,25,10
2016,13,B (Victoria Lineage),17,48,36,15
2016,14,B (Victoria Lineage),12,39,29,17
2016,15,B (Victoria Lineage),7,44,26,7
2016,16,B (Victoria Lineage),6,41,24,11
2016,17,B (Victoria Lineage),7,37,23,9
2016,18,B (Victoria Lineage),7,23,15,6
2016,19,B (Victoria Lineage),4,19,11,2
2016,20,B (Victoria Lineage),2,6,4,0
2016,21,B (Victoria Lineage),1,8,7,5
2016,22,B (Victoria Lineage),4,6,3,0
2016,23,B (Victoria Lineage),2,2,2,0
2016,24,B (Victoria Lineage),2,3,1,0
2016,25,B (Victoria Lineage),0,3,5,1
2016,26,B (Victoria Lineage),3,1,2,0
2016,27,B (Victoria Lineage),0,2,1,2
2016,28,B (Victoria Lineage),0,1,1,0
2016,29,B (Victoria Lineage),0,0,0,0
2016,30,B (Victoria Lineage),0,2,0,0
2016,31,B (Victoria Lineage),0,0,1,0
2016,32,B (Victoria Lineage),0,0,0,0
2016,33,B (Victoria Lineage),0,1,0,0
2016,34,B (Victoria Lineage),2,0,0,0
2016,35,B (Victoria Lineage),0,4,0,0
2016,36,B (Victoria Lineage),1,0,0,0
2016,37,B (Victoria Lineage),1,1,0,2
2016,38,B (Victoria Lineage),1,2,0,0
2016,39,B (Victoria Lineage),1,5,4,1
2015,40,B (Yamagata Lineage),0,0,1,0
2015,41,B (Yamagata Lineage),0,0,0,0
2015,42,B (Yamagata Lineage),1,1,0,0
2015,43,B (Yamagata Lineage),0,1,0,3
2015,44,B (Yamagata Lineage),0,1,3,0
2015,45,B (Yamagata Lineage),0,2,0,0
2015,46,B (Yamagata Lineage),0,0,4,0
2015,47,B (Yamagata Lineage),0,3,3,3
2015,48,B (Yamagata Lineage),0,5,3,1
2015,49,B (Yamagata Lineage),2,3,4,1
2015,50,B (Yamagata Lineage),1,6,4,6
2015,51,B (Yamagata Lineage),2,4,15,4
2015,52,B (Yamagata Lineage),0,5,15,9
2016,1,B (Yamagata Lineage),1,6,18,9
2016,2,B (Yamagata Lineage),3,9,23,12
2016,3,B (Yamagata Lineage),2,35,21,10
2016,4,B (Yamagata Lineage),11,25,39,13
2016,5,B (Yamagata Lineage),12,42,48,15
2016,6,B (Yamagata Lineage),10,63,52,25
2016,7,B (Yamagata Lineage),13,64,88,50
2016,8,B (Yamagata Lineage),17,117,100,50
2016,9,B (Yamagata Lineage),15,85,96,76
2016,10,B (Yamagata Lineage),23,85,123,67
2016,11,B (Yamagata Lineage),16,67,96,71
2016,12,B (Yamagata Lineage),12,52,81,39
2016,13,B (Yamagata Lineage),21,38,84,54
2016,14,B (Yamagata Lineage),9,31,62,53
2016,15,B (Yamagata Lineage),7,26,77,46
2016,16,B (Yamagata Lineage),5,31,72,48
2016,17,B (Yamagata Lineage),4,27,50,34
2016,18,B (Yamagata Lineage),6,17,29,30
2016,19,B (Yamagata Lineage),2,16,35,14
2016,20,B (Yamagata Lineage),3,15,16,16
2016,21,B (Yamagata Lineage),2,8,12,9
2016,22,B (Yamagata Lineage),2,9,17,7
2016,23,B (Yamagata Lineage),0,7,7,2
2016,24,B (Yamagata Lineage),1,3,4,2
2016,25,B (Yamagata Lineage),3,3,3,2
2016,26,B (Yamagata Lineage),1,3,4,0
2016,27,B (Yamagata Lineage),1,5,3,0
2016,28,B (Yamagata Lineage),1,1,4,5
2016,29,B (Yamagata Lineage),1,5,3,1
2016,30,B (Yamagata Lineage),2,1,5,2
2016,31,B (Yamagata Lineage),0,2,2,0
2016,32,B (Yamagata Lineage),0,5,5,1
2016,33,B (Yamagata Lineage),0,2,4,1
2016,34,B (Yamagata Lineage),0,2,1,3
2016,35,B (Yamagata Lineage),0,1,0,1
2016,36,B (Yamagata Lineage),1,0,2,0
2016,37,B (Yamagata Lineage),1,2,1,2
2016,38,B (Yamagata Lineage),0,2,2,0
2016,39,B (Yamagata Lineage),0,0,0,0
2015,40,B (Lineage Unspecified),1,2,4,1
2015,41,B (Lineage Unspecified),1,4,1,1
2015,42,B (Lineage Unspecified),1,3,3,1
2015,43,B (Lineage Unspecified),0,4,3,1
2015,44,B (Lineage Unspecified),2,4,2,0
2015,45,B (Lineage Unspecified),3,4,2,0
2015,46,B (Lineage Unspecified),1,3,0,0
2015,47,B (Lineage Unspecified),0,1,1,1
2015,48,B (Lineage Unspecified),4,2,1,0
2015,49,B (Lineage Unspecified),3,7,1,0
2015,50,B (Lineage Unspecified),1,3,4,0
2015,51,B (Lineage Unspecified),2,2,6,0
2015,52,B (Lineage Unspecified),0,1,2,0
2016,1,B (Lineage Unspecified),0,5,2,1
2016,2,B (Lineage Unspecified),3,13,12,6
2016,3,B (Lineage Unspecified),6,11,8,5
2016,4,B (Lineage Unspecified),2,34,21,4
2016,5,B (Lineage Unspecified),6,34,11,8
2016,6,B (Lineage Unspecified),4,53,25,10
2016,7,B (Lineage Unspecified),5,50,31,14
2016,8,B (Lineage Unspecified),11,64,37,12
2016,9,B (Lineage Unspecified),12,70,51,10
2016,10,B (Lineage Unspecified),13,76,77,26
2016,11,B (Lineage Unspecified),9,54,59,21
2016,12,B (Lineage Unspecified),11,55,58,26
2016,13,B (Lineage Unspecified),18,58,70,35
2016,14,B (Lineage Unspecified),18,50,44,29
2016,15,B (Lineage Unspecified),20,43,43,14
2016,16,B (Lineage Unspecified),13,68,39,15
2016,17,B (Lineage Unspecified),4,37,30,12
2016,18,B (Lineage Unspecified),3,29,26,11
2016,19,B (Lineage Unspecified),4,24,8,5
2016,20,B (Lineage Unspecified),4,18,8,4
2016,21,B (Lineage Unspecified),4,12,9,2
2016,22,B (Lineage Unspecified),3,9,7,5
2016,23,B (Lineage Unspecified),1,7,2,1
2016,24,B (Lineage Unspecified),2,1,3,0
2016,25,B (Lineage Unspecified),1,3,5,0
2016,26,B (Lineage Unspecified),0,3,1,0
2016,27,B (Lineage Unspecified),3,0,2,0
2016,28,B (Lineage Unspecified),0,1,1,0
2016,29,B (Lineage Unspecified),1,1,2,0
2016,30,B (Lineage Unspecified),0,0,1,1
2016,31,B (Lineage Unspecified),0,0,0,0
2016,32,B (Lineage Unspecified),0,0,1,0
2016,33,B (Lineage Unspecified),1,1,0,0
2016,34,B (Lineage Unspecified),1,1,0,0
2016,35,B (Lineage Unspecified),1,3,0,1
2016,36,B (Lineage Unspecified),0,6,0,0
2016,37,B (Lineage Unspecified),1,6,2,0
2016,38,B (Lineage Unspecified),1,4,2,1
2016,39,B (Lineage Unspecified),0,4,0,1
2015,40,H3N2v,0,0,0,0
2015,41,H3N2v,0,0,0,0
2015,42,H3N2v,0,0,0,0
2015,43,H3N2v,0,0,0,0
2015,44,H3N2v,0,0,0,0
2015,45,H3N2v,0,0,0,0
2015,46,H3N2v,0,0,0,0
2015,47,H3N2v,0,0,0,0
2015,48,H3N2v,0,0,0,0
2015,49,H3N2v,0,0,0,0
2015,50,H3N2v,0,0,0,0
2015,51,H3N2v,0,0,0,0
2015,52,H3N2v,0,0,0,0
2016,1,H3N2v,0,0,0,0
2016,2,H3N2v,0,0,0,0
2016,3,H3N2v,0,0,0,0
2016,4,H3N2v,0,0,0,0
2016,5,H3N2v,0,0,0,0
2016,6,H3N2v,0,0,0,0
2016,7,H3N2v,0,0,0,0
2016,8,H3N2v,0,0,0,0
2016,9,H3N2v,0,0,0,0
2016,10,H3N2v,0,0,0,0
2016,11,H3N2v,0,0,0,0
2016,12,H3N2v,0,0,0,0
2016,13,H3N2v,0,0,0,0
2016,14,H3N2v,0,0,0,0
2016,15,H3N2v,0,0,0,0
2016,16,H3N2v,0,0,0,0
2016,17,H3N2v,0,0,0,0
2016,18,H3N2v,0,0,0,0
2016,19,H3N2v,0,0,0,0
2016,20,H3N2v,0,0,0,0
2016,21,H3N2v,0,0,0,0
2016,22,H3N2v,0,0,0,0
2016,23,H3N2v,0,0,0,0
2016,24,H3N2v,0,0,0,0
2016,25,H3N2v,0,0,0,0
2016,26,H3N2v,0,0,0,0
2016,27,H3N2v,0,0,0,0
2016,28,H3N2v,0,0,0,0
2016,29,H3N2v,0,0,0,0
2016,30,H3N2v,0,1,0,0
2016,31,H3N2v,1,2,0,0
2016,32,H3N2v,4,5,0,1
2016,33,H3N2v,1,3,0,0
2016,34,H3N2v,0,0,0,0
2016,35,H3N2v,0,0,0,0
2016,36,H3N2v,0,0,0,0
2016,37,H3N2v,0,0,0,0
2016,38,H3N2v,0,0,0,0
2016,39,H3N2v,0,0,0,0
